Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
de Savornin Lohmanstraat 22,Nijmegen,€ 287.500,150 m²,93 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,10.190
Dr. M.L. Kingstraat 56,Landsmeer,€ 575.000,146 m²,140 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.610
Veghelsedijk 10 A,Erp,€ 615.000,1.250 m²,156 m²,1979,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,265
Schegcamp 34,Houten,€ 525.000,234 m²,125 m²,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.765
Schoonzorgseweg 24,Sassenheim,€ 575.000,175 m²,146 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,580
Top Naefflaan 46,Amstelveen,€ 695.000,116 m²,147 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.005
Struikheide 27,Rotterdam,€ 375.000,156 m²,129 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,25.730
Hoge Wal 59,Goirle,€ 1.250.000,809 m²,257 m²,1999,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met overig,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,275
Runenberghoek 33,Enschede,€ 425.000,215 m²,142 m²,1990,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.830
Bergsmastraat 19,Uithuizermeeden,€ 315.000,391 m²,185 m²,1937,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,E,Aan rustige weg en beschutte ligging,Achtertuin en voortuin,2.690
Dokter Beumerstraat 1,Haulerwijk,€ 649.000,807 m²,304 m²,1977,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,Aan rustige weg en in woonwijk,Tuin rondom,955
De Velden 218,Schiedam,€ 400.000,128 m²,115 m²,1994,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg,Achtertuin,3.255
Brouwerijstraat 5,Koudekerke,€ 599.000,290 m²,196 m²,1891,Bestaande bouw,"Herenhuis, halfvrijstaande woning","Schilddak bedekt met bitumineuze dakbedekking, overig en pannen",7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,F,In centrum,Zijtuin,2.765
Meidoornlaan 14,Brummen,€ 425.000,238 m²,121 m²,1936,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",1.265
Emminkhuizerberg 12,Amersfoort,€ 425.000,137 m²,119 m²,2003,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,
Jan Vermeerstraat 4,Tiel,€ 350.000,157 m²,104 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,2.955
Hoofdstraat 28,Ossenzijl,€ 799.000,729 m²,152 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,C,"Aan rustige weg, aan vaarwater, aan water, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",475
Hugo de Vriesstraat 67,Leiden,€ 485.000,76 m²,88 m²,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,3.085
Henry Dunantweg 174,Neede,€ 225.000,125 m²,117 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.650
Grevelingenhout 170,Bruinisse,€ 1.145.000,1.402 m²,390 m²,1998,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan park, aan rustige weg en open ligging",Tuin rondom,410
Onder de Bos 103,Hulshorst,€ 1.200.000,6.535 m²,308 m²,1936,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,"Aan bosrand, aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",225
Tivoliweg 60,Hulst,€ 250.000,250 m²,97 m²,1930,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Samengesteld dak bedekt met overig en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,In centrum,Achtertuin en voortuin,810
Karnsberg 13,Etten-Leur,€ 399.000,190 m²,113 m²,2000,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,3.660
Prins Bernhardlaan 52,Best,€ 525.000,319 m²,209 m²,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,"3 woonlagen, een vliering en een kelder",C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.080
Operetteweg 100,Almere,€ 635.000,633 m²,189 m²,1998,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, bedrijventerrein en in woonwijk","Achtertuin, voortuin en zijtuin",6.360
Zwaluwborch 29,Rosmalen,€ 495.000,273 m²,106 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.985
Irenelaan 3,Melick,€ 625.000,960 m²,220 m²,1972,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,E,Aan rustige weg,"Achtertuin, voortuin en zijtuin",3.600
Sint Agneslaan 45,Wognum,€ 795.000,460 m²,199 m²,1994,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,"Aan rustige weg, aan water en in woonwijk",Tuin rondom,1.595
Bosstraat 47,Nieuw-Vennep,€ 600.000,465 m²,170 m²,1980,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,825
Pastoor te Rielestraat 24 a,Braamt,€ 395.000,420 m²,134 m²,2007,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,675
Zeelandlaan 13,Heemstede,€ 525.000,122 m²,116 m²,1949,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,890
Pr.Beatrixlaan 30,Nieuwleusen,€ 430.000,354 m²,150 m²,1974,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In centrum en in woonwijk,Tuin rondom,1.050
Vuurvlinder 148,Apeldoorn,€ 425.000,139 m²,135 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,5.645
Pr.Beatrixlaan 30,Nieuwleusen,€ 430.000,354 m²,150 m²,1974,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In centrum en in woonwijk,Tuin rondom,1.050
Vuurvlinder 148,Apeldoorn,€ 425.000,139 m²,135 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,5.645
Koninginneweg 56,Oud-Beijerland,€ 479.000,178 m²,106 m²,1924,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,In centrum,Achtertuin en voortuin,1.765
Floralaan 19,Rijnsburg,€ 509.000,221 m²,141 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",1.685
Musschenbroekstraat 5,Eindhoven,€ 450.000,155 m²,121 m²,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.875
Pastorielaan 31,Veldhoven,€ 495.000,248 m²,131 m²,1960,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,5.365
Binnenhof 47,Etten-Leur,€ 789.000,745 m²,227 m²,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Tuin rondom,1.225
Bredaseweg 9,Chaam,€ 689.000,1.271 m²,200 m²,1968,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,"In bosrijke omgeving, in woonwijk, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom en voortuin",
Penningweg 5 a,Hoevelaken,€ 1.450.000,5.730 m²,225 m²,2002,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg,Tuin rondom,1.515
Musicalstraat 48,Apeldoorn,€ 449.000,164 m²,131 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.645
Kea Boumanstraat 66,Arnhem,€ 495.000,108 m²,170 m²,2008,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en zonneterras,1.570
Maria Louiselaan 4,Oranjewoud,€ 689.000,734 m²,210 m²,1999,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Tuin rondom,1.590
Nijeveenseweg 14,Meppel,€ 275.000,183 m²,95 m²,1925,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,285
Ringdijk 139,Rotterdam,€ 485.000,112 m²,117 m²,1988,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan water, in woonwijk en vrij uitzicht",Achtertuin,17.060
Uitdamstraat 22,Amersfoort,€ 774.000,193 m²,167 m²,2013,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met kunststof,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water en in woonwijk","Achtertuin, zijtuin en zonneterras",€ 3.532
Looveen 14 .,Wijster,€ 815.000,9.919 m²,234 m²,1940,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen en riet,10 kamers (6 slaapkamers),1 badkamer,3 woonlagen,C,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",310
De Orion 61,Drachten,€ 250.000,211 m²,89 m²,1979,Bestaande bouw,"Eengezinswoning, eindwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,B,"Aan park, aan rustige weg en in woonwijk","Achtertuin, voortuin en zonneterras",3.200
Wilhelminaplein 7,Stein,€ 459.000,285 m²,210 m²,1921,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,7 kamers (3 slaapkamers),1 badkamer,"2 woonlagen, een zolder en een kelder",F,"Aan rustige weg, in bosrijke omgeving, in centrum, in woonwijk en vrij uitzicht",Achtertuin,3.225
de Fjord 54,Emmeloord,€ 259.500,153 m²,104 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan park, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.625
Herman de Manstraat 17,Harderwijk,€ 825.000,399 m²,276 m²,1973,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.965
Monethof 39,Hoorn (NH),€ 839.500,503 m²,200 m²,1999,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder met vliering,B,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",4.440
Broek 3 B,Gieterveen,€ 475.000,1.198 m²,207 m²,1958,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,Aan rustige weg en in woonwijk,Tuin rondom,665
Kruidenstraat 24,Bemmel,€ 575.000,273 m²,136 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,11.720
Thijssestraat 59,Zaandam,€ 450.000,97 m²,113 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.850
Dorpsstraat 31,Enschede,€ 398.000,235 m²,126 m²,1936,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin,1.895
De Waarden 179,Zutphen,€ 259.000,112 m²,107 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.315
De Twee Roeden 15,Westervoort,€ 650.000,770 m²,158 m²,,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,Aan water en in woonwijk,"Achtertuin, voortuin en zijtuin",5.935
Jan Stoorvogelstraat 1,Maassluis,€ 575.000,263 m²,131 m²,2002,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.165
Renoirhof 13,Hoorn (NH),€ 500.000,233 m²,141 m²,1998,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Tentdak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan park en in woonwijk,Achtertuin en voortuin,4.440
Merellaan 55,Anna Paulowna,€ 200.000,146 m²,74 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,€ 1.876
Huisingehof 24,Assen,€ 415.000,475 m²,143 m²,1994,Bestaande bouw,"Bungalow, halfvrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",875
Johannushof 31,Nijmegen,€ 575.000,289 m²,174 m²,2002,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.335
Oranjelaan 1,Moordrecht,€ 339.000,156 m²,105 m²,1962,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.675
Poterne 4,Vijfhuizen,€ 475.000,95 m²,101 m²,2002,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Beschutte ligging en in woonwijk,Achtertuin,1.830
Margrietstraat 37,Arnhem,€ 275.000,163 m²,81 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,D,In woonwijk,Achtertuin en voortuin,2.570
Acacia 40,Helmond,€ 695.000,502 m²,159 m²,1988,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.855
Touwbaan 64,Maassluis,€ 415.000,149 m²,157 m²,1976,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 3 aparte toiletten,3 woonlagen,B,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,2.630
Ereprijs 4,Meppel,€ 500.000,322 m²,152 m²,2006,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,"Achtertuin, voortuin en zijtuin",2.050
Prinses Marijkestraat 13,Neede,€ 375.000,972 m²,90 m²,1964,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met leisteen,4 kamers (3 slaapkamers),1 badkamer,1 woonlaag,G,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",705
Catsstraat 28,Goor,€ 290.000,316 m²,112 m²,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.800
Hoekland 8,Enkhuizen,€ 325.000,195 m²,120 m²,1977,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan park, aan rustige weg en beschutte ligging",Achtertuin en voortuin,€ 2.353
Emmastraat 27,Oosterbeek,€ 485.000,169 m²,96 m²,1926,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,D,In woonwijk,"Achtertuin, voortuin en zijtuin",1.830
