Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Broersven 4,Heemskerk,€ 550.000,224 m²,109 m²,1973,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,Beschutte ligging en in woonwijk,Patio/atrium en voortuin,1.505
Tuinkersstraat 3,Voorhout,€ 645.000,217 m²,154 m²,1991,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.800
Zevenhuizen 34,Hattem,€ 330.000,207 m²,90 m²,1967,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,2.940
IJsselmondselaan 170,Rotterdam,€ 245.000,199 m²,83 m²,1910,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen,G,"Aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.635
van Borselelaan 15,Veere,€ 289.000,150 m²,108 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,865
Benthuizenstraat 15,Zoetermeer,€ 1.650.000,690 m²,305 m²,2007,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met riet,11 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,16.005
Roeklaan 3,Eindhoven,€ 849.000,331 m²,177 m²,1927,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum en in woonwijk",Tuin rondom,2.255
Repelsestraat 5,Neerijnen,€ 850.000,5.872 m²,151 m²,,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging, landelijk gelegen en vrij uitzicht",Tuin rondom,320
Dorpsstraat 40,Bergen (NH),€ 1.175.000,880 m²,145 m²,1975,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,In centrum,Achtertuin en zijtuin,985
Stroomrug 19,Cuijk,€ 1.050.000,578 m²,156 m²,2006,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, aan vaarwater, aan water en in woonwijk",Tuin rondom,6.825
Claude Debussystraat 59,Zaandijk,€ 659.000,187 m²,126 m²,1994,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,B,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",3.165
Horstlaan 2 a,Almelo,€ 285.000,273 m²,117 m²,1969,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning (semi-bungalow)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),2 badkamers,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,1.085
Meindert Hobbemastraat 71,Almere,€ 450.000,204 m²,123 m²,2000,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan park, aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,6.260
Buitenbos 5,Meteren,€ 685.000,377 m²,161 m²,2020,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met leisteen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,"Achtertuin, voortuin en zijtuin",970
Arkumerhemstraat 5,Sneek,€ 275.000,158 m²,135 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.560
Berberislaan 143,Winterswijk,€ 225.000,205 m²,96 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin,3.905
Helmpad 2,De Zilk,€ 429.000,147 m²,108 m²,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",€ 3.672
Europa-ring 203,Wierden,€ 389.000,335 m²,148 m²,1980,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",890
Raaigras 3,De Goorn,€ 560.000,286 m²,159 m²,2008,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan water en in woonwijk,"Achtertuin, voortuin en zijtuin",950
Johan van der Poortenlaan 65,Spijkenisse,€ 500.000,221 m²,136 m²,2012,Bestaande bouw,"Herenhuis, hoekwoning","Zadeldak bedekt met bitumineuze dakbedekking, overig en pannen",7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.210
Westersingel 11 a,Burgum,€ 539.000,900 m²,228 m²,1946,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.320
In de Mehre 32,Susteren,€ 499.000,258 m²,162 m²,2005,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,590
Noordveen 2,Beilen,€ 499.000,527 m²,153 m²,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, aan water, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",9.415
Nettelhorst 65,Ede,€ 290.000,112 m²,123 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,2.410
Veerstraat 1 a,Druten,€ 695.000,506 m²,208 m²,1900,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,C,Beschutte ligging en in centrum,Achtertuin,6.855
Valkenburgerweg 80,Rijnsburg,€ 934.000,505 m²,196 m²,2000,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,9 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.775
Ruitjensakker 15,Lieshout,€ 400.000,355 m²,146 m²,1980,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.555
Bakemastraat 69,Utrecht,€ 550.000,123 m²,116 m²,2007,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.330
Watermolenstraat 8,Westzaan,€ 400.000,171 m²,108 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.415
Kruislaan 1 B,Oostvoorne,€ 1.450.000,2.290 m²,192 m²,1980,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,In bosrijke omgeving en vrij uitzicht,Tuin rondom,4.810
Kotterstraat 20,Alkmaar,€ 340.000,209 m²,75 m²,1979,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met overig,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,C,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",3.355
Frederik Hendrikstraat 4,Vroomshoop,€ 719.000,700 m²,301 m²,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),3 badkamers en 2 aparte toiletten,"2 woonlagen, een vliering en een kelder",A,Beschutte ligging en in woonwijk,Tuin rondom en zonneterras,3.005
Pasteurlaan 20,Vlijmen,€ 375.000,170 m²,106 m²,1986,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,6.325
Boomgaard 8 a,Koudekerke,€ 365.000,243 m²,108 m²,1989,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.765
Zuideinde 188,Westzaan,€ 850.000,720 m²,129 m²,1790,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",C,"Aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom en zonneterras",1.430
Pachtersveld 113,Apeldoorn,€ 375.000,307 m²,122 m²,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",5.760
Pa Pinkelmanstraat 24,Almere,€ 943.000,498 m²,223 m²,2010,Bestaande bouw,"Villa, vrijstaande woning",Tentdak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Tuin rondom,6.870
Pijperlaan 60,Zwijndrecht,€ 395.060,133 m²,131 m²,1982,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,1.320
Yukonstraat 2,Spijkenisse,€ 285.000,197 m²,90 m²,,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Tuin rondom,1.690
Kennemerstraatweg 654,Heiloo,€ 575.000,403 m²,111 m²,1938,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,In woonwijk,Tuin rondom,2.225
Tweede Schoolstraat 5,Gouda,€ 425.000,109 m²,119 m²,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,In woonwijk,Achtertuin en voortuin,6.115
Stationsstraat 81,Elsloo (LI),€ 349.000,1.150 m²,132 m²,1921,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,In centrum en in woonwijk,Achtertuin,7.020
Robijndijk 153 B,Roosendaal,€ 1.025.000,987 m²,227 m²,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),2 badkamers,2 woonlagen,B,Aan rustige weg,Tuin rondom,4.490
Brigantijn 39,Brielle,€ 350.000,139 m²,114 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.745
Warande 196,Schiedam,€ 725.000,170 m²,189 m²,1997,Bestaande bouw,"Herenhuis, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,A,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk","Achtertuin, voortuin en zonneterras",640
Oostmaasstraat 18,Rotterdam,€ 500.000,77 m²,130 m²,1901,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,16.070
Frederik van Eedenplein 31,Heemstede,€ 1.250.000,252 m²,190 m²,1936,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Schilddak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.185
Watermunt 13,Meppel,€ 625.000,523 m²,175 m²,2006,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,"Achtertuin, voortuin en zijtuin",2.050
Dudokplantsoen 5,Bergschenhoek,€ 725.000,210 m²,139 m²,2013,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A++,Aan rustige weg en in woonwijk,Achtertuin en voortuin,830
Da Costastraat 92,Putten,€ 445.000,283 m²,100 m²,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",6.280
Grensvaart 15,Breda,€ 300.000,160 m²,110 m²,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin en voortuin,4.305
Dominicushof 51,Vianen (UT),€ 425.000,206 m²,140 m²,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",€ 3.027
Oosterwijk WZ 71,Nieuw-Dordrecht,€ 675.000,1.965 m²,249 m²,1999,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,"Aan rustige weg, aan water, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",425
Nieuwstraat 2,Helmond,€ 259.000,90 m²,122 m²,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,E,In woonwijk,Achtertuin,3.695
Azuurblauw 73,Zoetermeer,€ 395.000,119 m²,105 m²,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,B,In woonwijk,Achtertuin,12.510
Oostercluft 474,Steenwijk,€ 249.000,148 m²,100 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.040
Oostercluft 474,Steenwijk,€ 249.000,148 m²,100 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.040
Santgors 40,Zuid-Beijerland,€ 666.666,510 m²,179 m²,2004,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water en in woonwijk",Tuin rondom,2.885
Zwarteweg 10 a,Noordwijk (ZH),€ 998.000,1.195 m²,152 m²,1974,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,
Burg. Gaarlandtstraat 4,Gorinchem,€ 330.000,182 m²,76 m²,1937,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.345
Cornelis Mertenssstraat 28,Utrecht,€ 465.000,96 m²,116 m²,1929,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,2.925
Peperstraat 45,Gouda,€ 815.000,451 m²,221 m²,1706,Bestaande bouw,"Herenhuis, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,Niet verplicht,"Aan rustige weg, beschutte ligging en in centrum",Achtertuin en zijtuin,1.510
Gouvernestraat 31,Tiel,€ 315.000,139 m²,98 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.600
Prozastraat 25,Gorinchem,€ 525.000,295 m²,143 m²,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.670
Van Leuffenpad 15,IJsselstein,€ 485.000,137 m²,139 m²,2000,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum en in woonwijk,Patio/atrium,450
Van Boshuizenstraat 233,Amsterdam,€ 850.000,127 m²,161 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,E,In woonwijk,Achtertuin,8.105
Nieuwe Wei 12,Gapinge,€ 292.125 v.o.n.,142 m²,102 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,375
Maasnielderweg 9,Roermond,€ 375.000,618 m²,140 m²,1910,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,Beschutte ligging,Achtertuin,1.905
Prinses Beatrixstraat 20,Arkel,€ 299.500,152 m²,82 m²,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,Achtertuin,2.805
Korte Hezeweg 1,Apeldoorn,€ 475.000,308 m²,110 m²,1928,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",2.455
Marterweide 49,Nieuwegein,€ 550.000,289 m²,141 m²,1977,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,€ 3.411
Wilgenbeemd 28,Assen,€ 269.000,165 m²,98 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,800
Bachplein 14,Maarssen,€ 675.000,333 m²,160 m²,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",905
Dr. Colijnstraat 3,Veenendaal,€ 485.000,280 m²,131 m²,1939,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.020
Voorburgstraat 1,Loenersloot,€ 450.000,222 m²,100 m²,1955,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",315
Roodkapje 2,Eindhoven,€ 425.000,203 m²,121 m²,1994,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",7.235
Papenstraat 15,Deventer,€ 825.000,166 m²,218 m²,1650,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,G,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en zonneterras,825
De Vlashoven 18,Noordwijkerhout,€ 798.000,624 m²,121 m²,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In woonwijk,Tuin rondom,
Murraystraat 21,Pernis Rotterdam,€ 270.000,157 m²,75 m²,1916,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,4.880
Overtonweg 18,Haarlem,€ 750.000,133 m²,140 m²,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.885
Chopinstraat 9,Groenlo,€ 435.000,431 m²,160 m²,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,315
Bourgondischelaan 23,Amstelveen,€ 985.000,145 m²,143 m²,1959,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers,2 woonlagen,C,"Aan park, aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin,3.735
Duval Slothouwerstraat 50,Doetinchem,€ 275.000,158 m²,105 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,2.475
Dokter Hiemstralaan 108,Gorinchem,€ 350.000,217 m²,117 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.050
de Bergkamp 6,Overloon,€ 550.000,593 m²,157 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning (split-level woning)",Zadeldak bedekt met asbest en pannen,7 kamers (5 slaapkamers),1 badkamer,3 woonlagen,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.705
Dijkstraat 43,Brielle,€ 479.000,103 m²,133 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,B,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,2.980
Langestraat 10,Braamt,€ 465.000,648 m²,185 m²,1905,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,G,In centrum,Tuin rondom,675
