Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
De Lutteresweg 13 *,Lutten,€ 625.000,28.830 m²,214 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,440
De Lutteresweg 13,Lutten,€ 475.000,6.000 m²,214 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,440
Kostverloren 26,Nijkerk,€ 350.000,144 m²,82 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.575
Tollenhof 26,Kesteren,€ 315.000,154 m²,126 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.670
Ossecamp 10,Castricum,€ 440.000,88 m²,103 m²,2016,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan park en in woonwijk,Achtertuin en voortuin,2.965
van Rijckevorselstraat 8,Loon op Zand,€ 595.000,430 m²,236 m²,1922,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,2.575
Meerkoet 9,Etten-Leur,€ 275.000,161 m²,104 m²,1986,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,
Vinkenbaan 11,Heiloo,€ 465.000,251 m²,120 m²,1963,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.285
de Ruijterstraat 11,Son en Breugel,€ 325.000,232 m²,121 m²,1967,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",3.470
Beukestraat 25,Krommenie,€ 375.000,121 m²,96 m²,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In woonwijk,"Achtertuin, voortuin en zonneterras",2.665
Johannes Vermeerstraat 33,Spijkenisse,€ 289.500,146 m²,80 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,1.315
Kamillestraat 5,Apeldoorn,€ 297.500,143 m²,141 m²,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6 kamers (5 slaapkamers),2 badkamers,3 woonlagen,C,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zonneterras",3.255
Schubertlaan 16,Hoogezand,€ 300.000,521 m²,116 m²,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,750
van Beethovenlaan 68,Hazerswoude-Rijndijk,€ 425.000,188 m²,100 m²,1978,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",2.260
Klipgriend 73,Almere,€ 365.000,195 m²,111 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.275
Singel 136,Bussum,€ 1.045.000,241 m²,175 m²,1906,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.150
Retranchement 38,Gorinchem,€ 355.000,150 m²,120 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,C,,Achtertuin en voortuin,1.825
Groen van Prinstererstraat 39,Arnhem,€ 469.000,149 m²,129 m²,1934,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,In woonwijk,Achtertuin,2.070
Coudorp 17,Nieuwdorp,€ 329.000,590 m²,107 m²,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Vrij uitzicht,Achtertuin en voortuin,€ 2.645
Wislaan 100,Uden,€ 395.000,367 m²,105 m²,1997,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.900
Jan Dorrekenskade-Oost 67,Waddinxveen,€ 350.000,73 m²,90 m²,2021,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A++,Aan rustige weg,Achtertuin,2.175
't Höltje 42,Helden,€ 800.000,1.097 m²,233 m²,1975,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",5.585
De Loet 290,Castricum,€ 500.000,95 m²,165 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin,3.290
Burgemeester van der Venstraat 36,Vlijmen,€ 525.000,263 m²,133 m²,2010,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,3.955
Amelterhout 63,Assen,€ 369.500,464 m²,140 m²,1970,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,295
Emmerikseweg 64,Zutphen,€ 250.000,245 m²,92 m²,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,Aan drukke weg en in woonwijk,Achtertuin en voortuin,1.225
Voorstevliet 17,Werkendam,€ 415.000,323 m²,99 m²,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.530
Nijvelaar 7,Den Dungen,€ 550.000,535 m²,140 m²,,Bestaande bouw,"Landhuis, eindwoning",Zadeldak bedekt met kunststof en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Achtertuin en zijtuin,
Bruggemanlanden 73,Enschede,€ 279.000,139 m²,111 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,4.615
Wagenaarstraat 301,Oss,€ 325.000,261 m²,113 m²,1969,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,2.010
Melkwegsingel 1,Zwijndrecht,€ 570.000,494 m²,210 m²,1959,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,G,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht","Achtertuin, patio/atrium en voortuin",885
Geel-groenlaan 23,Zoetermeer,€ 400.000,126 m²,112 m²,1988,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,12.510
Swammerdamstraat 20,Amersfoort,€ 395.000,130 m²,91 m²,1957,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",
Blok 1 C,Krommenie,€ 495.000,163 m²,100 m²,2009,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan vaarwater en vrij uitzicht,Achtertuin en zijtuin,2.045
Schoolkade 153,Musselkanaal,€ 259.500,740 m²,97 m²,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,D,Aan rustige weg en aan vaarwater,Tuin rondom,1.325
Poolsterstraat 20,Apeldoorn,€ 325.000,189 m²,114 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.260
Aetsveld 67,Vinkeveen,€ 390.000,185 m²,117 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,4.765
Loostraat 49 D,Huissen,€ 325.000,231 m²,94 m²,1970,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,Aan drukke weg,"Achtertuin, voortuin en zijtuin",6.105
Rialen 14,Assendelft,€ 450.000,156 m²,131 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.190
Thaliastraat 133,Arnhem,€ 420.000,155 m²,124 m²,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.255
Juckemastate 12,Leeuwarden,€ 225.000,162 m²,89 m²,1986,Bestaande bouw,"Eengezinswoning, eindwoning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Voortuin,2.640
Ypendael 17,Baarn,€ 875.000,310 m²,164 m²,1994,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin,1.160
Kennemerstraatweg 217,Heiloo,€ 575.000,360 m²,101 m²,1941,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,G,Aan drukke weg,Achtertuin en voortuin,2.140
Brugstraat 5,Limmen,€ 525.000,250 m²,121 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.100
Grasdreef 36,Eindhoven,€ 400.000,111 m²,95 m²,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.835
Pampagras 7,Houten,€ 519.000,134 m²,135 m²,2002,Bestaande bouw,"Eengezinswoning, tussenwoning (hofjeswoning)",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,In woonwijk,Achtertuin en voortuin,1.225
Ringiastins 15,Leeuwarden,€ 406.000,241 m²,110 m²,1989,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk","Achtertuin, voortuin en zonneterras",3.640
Herenweg 46,Vinkeveen,€ 885.000,955 m²,181 m²,1795,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met riet,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,Aan water,"Achtertuin, voortuin en zijtuin",2.540
Dorpsstraat 104,Neerkant,€ 599.000,4.005 m²,206 m²,1937,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,"3 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum, open ligging en vrij uitzicht",Tuin rondom,1.365
Karel Doormanlaan 109,Zoetermeer,€ 375.000,159 m²,113 m²,1963,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zonneterras",4.970
Molenstraat 76,Bunschoten-Spakenburg,€ 550.000,195 m²,94 m²,1925,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In centrum,Achtertuin en voortuin,4.685
J.R. Thorbeckesingel 24,Papendrecht,€ 300.000,128 m²,112 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,2.480
Boekweithof 9,Putten,€ 1.250.000,1.035 m²,253 m²,1998,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,A,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,3.400
Maalacker 30,Vledder,€ 375.000,360 m²,146 m²,1981,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.840
Hoofdstraat 5,Sassenheim,€ 975.000,431 m²,209 m²,2008,Bestaande bouw,"Villa, vrijstaande woning",Tentdak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,A,In woonwijk,"Achtertuin, voortuin en zijtuin",35
Havikveld 1,Zoetermeer,€ 450.000,294 m²,111 m²,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",9.015
West 100,Avenhorn,€ 450.000,291 m²,121 m²,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan vaarwater, aan water, landelijk gelegen en open ligging",Achtertuin en voortuin,440
Gemondseweg 47,Schijndel,€ 1.250.000,9.680 m²,392 m²,1976,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met asbest en pannen,7 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, landelijk gelegen en vrij uitzicht",Tuin rondom,305
Breedewaij 58,Hardinxveld-Giessendam,€ 545.000,275 m²,158 m²,2000,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,A,Aan rustige weg,Achtertuin,€ 3.017
Molengracht 34,Den Helder,€ 225.000,118 m²,86 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan vaarwater, aan water, in centrum en vrij uitzicht",Achtertuin,1.125
Veenland 5,Assendelft,€ 650.000,255 m²,167 m²,2006,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan water, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",9.455
Paramaribostraat 106,Utrecht,€ 500.000,63 m²,90 m²,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,4.230
Willem Hedastraat 15,Alkmaar,€ 490.000,87 m²,137 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A+,In woonwijk,Zonneterras,3.455
van der Capellenlaan 38,Zutphen,€ 525.000,225 m²,140 m²,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,"3 woonlagen, een vliering en een kelder",E,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",1.450
Dahliastraat 7,Koog aan de Zaan,€ 375.000,107 m²,101 m²,1938,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,4.845
Wegedoorn 13,Geldrop,€ 1.190.000,2.326 m²,214 m²,1975,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom,3.975
Simone de Beauvoirstraat 11,Nijmegen,€ 565.000,179 m²,135 m²,2018,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.635
De Weverij 15,Steenbergen (NB),€ 495.000,235 m²,152 m²,2019,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,3.940
Van Doesburgstraat 3,Amersfoort,€ 419.000,111 m²,106 m²,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.365
Steinstraat 29,Vaassen,€ 215.000,181 m²,75 m²,1965,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.140
Noordweg 15,Oostvoorne,€ 1.150.000,1.562 m²,212 m²,1913,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",F,Vrij uitzicht,Tuin rondom,4.810
K.J.Blokstraat 19,Wilhelminaoord,€ 375.000,571 m²,145 m²,1979,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",740
Tulpstraat 34,Koog aan de Zaan,€ 280.000,127 m²,78 m²,1934,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.845
Begoniastraat 18,Zwolle,€ 450.000,105 m²,113 m²,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Beschutte ligging en in woonwijk,Achtertuin en voortuin,3.045
Merbau 157,Dordrecht,€ 425.000,205 m²,137 m²,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,,Achtertuin,2.340
